poi_id,y,x,category,y_id,x_id,2D_id,count
2640,35.70299205,139.79110771,home/departure/8,16,29,541,2
2641,35.70571378,139.75138007,parks_outdoors/Baseball Field/4,17,19,563,2
2642,35.66682166,139.70538014,shops/Salon or Barbershop/7,5,6,166,1
2643,35.67358736,139.76090223,nightlife/Pub/3,7,21,245,4
2644,35.72054867,139.75160012,home/departure/8,22,19,723,2
2645,35.73276327,139.75765063,home/departure/8,26,20,852,2
2646,35.65728753,139.70363438,food/Ramen or Noodle House/3,2,6,70,7
2647,35.69431036,139.76026654,building/Office/7,14,21,469,3
2648,35.68337428,139.76951295,home/departure/8,10,23,343,2
2649,35.73079691,139.75123823,building/Religious Center/7,25,18,818,2
2650,35.66115578,139.70139325,home/departure/8,3,5,101,1
2651,35.66605838,139.79024208,home/departure/8,5,29,189,2
2652,35.66449648,139.74604011,nightlife/Sake Bar/3,4,17,145,1
2653,35.65920887,139.79910248,home/departure/8,2,31,95,2
2654,35.70225434,139.73885983,food/BBQ Joint/3,16,15,527,1
2655,35.68577737,139.72835094,shops/Liquor Store/,11,12,364,1
2656,35.6941317,139.701244,nightlife/Nightclub/3,14,5,453,6
2657,35.71836055,139.73217217,home/departure/8,21,13,685,1
2658,35.67125613,139.72627797,food/Japanese Restaurant/3,6,12,204,1
2659,35.6581487,139.70772573,home/departure/8,2,7,71,2
2660,35.73076732,139.71037745,food/Ramen or Noodle House/3,25,8,808,4
2661,35.65578377,139.70439076,food/Caf?/3,1,6,38,4
2662,35.69129077,139.7737862,home/departure/8,13,25,441,2
2663,35.70668668,139.75992858,travel/Train Station/2,18,21,597,14
2664,35.69990534,139.69707414,home/departure/8,15,4,484,2
2665,35.69150756,139.79812384,home/departure/8,13,31,447,2
2666,35.69663243,139.75864112,nightlife/Sake Bar/3,14,20,468,2
2667,35.72869882,139.77139235,travel/Bus Station/2,25,24,824,2
2668,35.732898,139.708917,arts_entertainment/Movie Theater/4,26,7,839,1
2669,35.70035718,139.77248669,food/Diner/3,16,24,536,4
2670,35.707432,139.719722,food/Caf?/3,18,10,586,1
2671,35.65698242,139.79570389,food/Italian Restaurant/3,2,30,94,1
2672,35.72663675,139.71884024,home/departure/8,24,10,778,2
2673,35.71217522,139.76074412,home/departure/8,19,21,629,1
2674,35.660914,139.703473,nightlife/Pub/3,3,6,102,1
2675,35.65979163,139.69987099,shops/Food & Drink Shops/5,3,5,101,5
2676,35.72834927,139.70955911,education/College Gym/6,25,7,807,4
2677,35.70370208,139.79156254,food/Japanese Restaurant/3,17,29,573,1
2678,35.66410314,139.73237023,food/Japanese Restaurant/3,4,13,141,2
2679,35.72546425,139.70784991,home/departure/8,24,7,775,2
2680,35.6564001,139.69955206,nightlife/Bar/3,2,5,69,1
2681,35.69904635,139.70261719,home/departure/8,15,6,486,1
2682,35.66682644,139.71991628,home/departure/8,5,10,170,1
2683,35.68909315,139.68636751,home/departure/8,12,1,385,1
2684,35.69141906,139.69687349,building/Building/7,13,4,420,1
2685,35.672728,139.703748,food/Ramen or Noodle House/3,7,6,230,5
2686,35.65976343,139.72492921,home/departure/8,3,11,107,1
2687,35.69497537,139.75821315,home/departure/8,14,20,468,1
2688,35.72196248,139.70602841,food/Japanese Restaurant/3,23,6,742,1
2689,35.65821593,139.69701469,nightlife/Nightclub/3,2,4,68,17
2690,35.70151596,139.74522471,food/BBQ Joint/3,16,17,529,2
2691,35.65032858,139.702591,food/Mexican Restaurant/,0,6,6,8
2692,35.70150507,139.75214213,food/Ramen or Noodle House/3,16,19,531,3
2693,35.71556644,139.68003522,home/departure/8,20,0,640,1
2694,35.67621201,139.70418519,home/departure/8,8,6,262,2
2695,35.65125253,139.75236322,shops/Convenience Store/1,0,19,19,1
2696,35.65260616,139.74439859,building/Building/7,0,17,17,1
2697,35.66947833,139.68672499,home/departure/8,6,1,193,1
2698,35.71142918,139.6927037,home/departure/8,19,3,611,1
2699,35.735906,139.747641,food/Burger Joint/3,27,18,882,1
2700,35.7178267,139.7738489,home/departure/8,21,25,697,1
2701,35.69904264,139.76428449,food/Japanese Restaurant/3,15,22,502,1
2702,35.65471449,139.72342551,home/departure/8,1,11,43,1
2703,35.6848579,139.78463898,home/departure/8,11,27,379,2
2704,35.66792386,139.79247144,education/University/6,5,29,189,2
2705,35.68426191,139.69535784,home/arrival/8,10,4,324,1
2706,35.678544,139.692646,food/Caf?/3,9,3,291,1
2707,35.71086676,139.69196739,home/arrival/8,19,3,611,1
2708,35.73282779,139.69029898,home/departure/8,26,2,834,1
2709,35.65002962,139.7137644,home/departure/8,0,9,9,2
2710,35.71487138,139.78595636,home/departure/8,20,28,668,1
2711,35.73884547,139.76146681,Food/Caf?/3,28,21,917,1
2712,35.7390277,139.76249009,food/Ramen or Noodle House/3,28,21,917,2
2713,35.70998544,139.7993388,home/arrival/8,19,31,639,1
2714,35.69739358,139.74175685,home/departure/8,15,16,496,2
2715,35.69705341,139.72751099,home/departure/8,15,12,492,2
2716,35.66095444,139.750891,parks_outdoors/Park/4,3,18,114,4
2717,35.70703952,139.7821641,travel/Train Station/2,18,27,603,6
2718,35.70284243,139.74330094,food/Sandwich Place/3,16,16,528,2
2719,35.70547717,139.68570482,home/departure/8,17,1,545,2
2720,35.71191837,139.76492256,home/departure/8,19,22,630,2
2721,35.70083884,139.76380782,building/Hospital/7,16,22,534,1
2722,35.7206769,139.78025973,arts_entertainment/Movie Theater/4,22,26,730,9
2723,35.69099922,139.76975888,food/Ramen or Noodle House/3,13,23,439,4
2724,35.69833581,139.77152109,arts_entertainment/Casino/4,15,24,504,4
2725,35.68137001,139.76645708,travel/Train Station/2,10,23,343,18
2726,35.67493634,139.74961513,home/departure/8,7,18,242,1
2727,35.6913652,139.70111847,food/Coffee Shop/3,13,5,421,4
2728,35.69359586,139.70245689,food/Japanese Restaurant/3,13,5,421,4
2729,35.70732,139.769934,food/Japanese Restaurant/3,18,23,599,1
2730,35.70612301,139.77219428,food/Ramen or Noodle House/3,17,24,568,11
2731,35.74479507,139.70163281,home/departure/8,30,5,965,2
2732,35.70895612,139.71857429,education/University/6,18,10,586,1
2733,35.71583643,139.70517644,home/departure/8,21,6,678,2
2734,35.6917181,139.69552338,food/Fast Food Restaurant/3,13,4,420,2
2735,35.6655478,139.75998439,arts_entertainment/Arcade/4,4,21,149,4
2736,35.68563576,139.69063103,food/American Restaurant/3,11,2,354,4
2737,35.68770538,139.70213771,shops/Department Store/1,12,5,389,17
2738,35.65068515,139.75095506,home/departure/8,0,18,18,2
2739,35.70739671,139.77334499,shops/Department Store/1,18,24,600,10
2740,35.68772746,139.72423774,food/Caf?/3,12,11,395,1
2741,35.67558321,139.69943404,building/Shrines/7,8,5,261,4
2742,35.7095054,139.71360861,home/departure/8,19,8,616,2
2743,35.67962922,139.78527009,food/Japanese Restaurant/3,9,28,316,1
2744,35.67089419,139.76500869,shops/Automotive Shop/1,6,22,214,1
2745,35.7298989,139.71398277,shops/Electronics Store/1,25,9,809,2
2746,35.73121639,139.71305512,food/Burger Joint/3,25,8,808,4
2747,35.67160454,139.70408767,shops/Hobby Shop/1,6,6,198,1
2748,35.68351598,139.7634975,home/departure/8,10,22,342,2
2749,35.65534135,139.70624417,food/Ramen or Noodle House/3,1,6,38,1
2750,35.69021549,139.70002968,travel/Train Station/2,12,5,389,1
2751,35.6627322,139.72781442,food/Italian Restaurant/3,4,12,140,1
2752,35.67566314,139.79538755,home/departure/8,8,30,286,2
2753,35.68965527,139.77112234,food/Ramen or Noodle House/3,12,24,408,2
2754,35.66377587,139.76889829,home/departure/8,4,23,151,2
2755,35.672673,139.725088,food/Spanish Restaurant/3,7,12,236,2
2756,35.70022006,139.70233136,home/departure/8,16,5,517,2
2757,35.68478287,139.73751711,home/departure/8,11,15,367,2
2758,35.7053437,139.6840648,food/Ramen or Noodle House/3,17,1,545,1
2759,35.67618771,139.764434,food/Japanese Restaurant/3,8,22,278,1
2760,35.70011173,139.76921895,food/Caf?/3,16,23,535,5
2761,35.72226499,139.76629838,home/arrival/8,23,23,759,1
2762,35.66032332,139.70480667,food/Japanese Restaurant/3,3,6,102,1
2763,35.65824142,139.70304642,food/Japanese Restaurant/3,2,6,70,3
2764,35.71412525,139.7855685,home/arrival/8,20,28,668,1
2765,35.69066,139.705609,food/Japanese Restaurant/3,13,6,422,2
2766,35.65860896,139.70501611,food/Japanese Restaurant/3,2,6,70,1
2767,35.6836138,139.77661892,home/departure/8,10,25,345,2
2768,35.69555965,139.72045872,home/arrival/8,14,10,458,1
2769,35.66039304,139.72903758,building/Doctor's Office/7,3,13,109,2
2770,35.69265045,139.76001441,building/Government Building/7,13,21,437,1
2771,35.6939139,139.76267785,food/Japanese Restaurant/3,14,22,470,1
2772,35.65815086,139.6965551,food/Burger Joint/3,2,4,68,3
2773,35.69333911,139.77646752,home/departure/8,13,25,441,2
2774,35.669627,139.688855,travel/Train Station/2,6,2,194,6
2775,35.69710947,139.77097392,parks_outdoors/Bridge/2,15,24,504,9
2776,35.70277159,139.77052063,food/Ramen or Noodle House/3,16,24,536,4
2777,35.69783918,139.77475047,food/Caf?/3,15,25,505,6
2778,35.699534,139.764529,food/Japanese Restaurant/3,15,22,502,3
2779,35.69299899,139.6953088,food/Pizza Place/3,13,4,420,2
2780,35.70858309,139.7194452,home/departure/8,18,10,586,2
2781,35.69210559,139.69880308,food/Ramen or Noodle House/3,13,5,421,2
2782,35.69017142,139.69916582,travel/Train Station/2,12,5,389,5
2783,35.66031167,139.72957541,education/College Library/6,3,13,109,5
2784,35.65900807,139.69674565,home/departure/8,2,4,68,2
2785,35.6756755,139.68181344,home/departure/8,8,0,256,2
2786,35.65868722,139.78190172,home/departure/8,2,27,91,2
2787,35.6663201,139.75782621,Food/Chinese Restaurant/3,5,20,180,1
2788,35.72335749,139.69120502,food/Japanese Restaurant/3,23,2,738,2
2789,35.66387816,139.72657628,home/departure/8,4,12,140,2
2790,35.68913883,139.69926775,shops/Department Store/1,12,5,389,7
2791,35.6906986,139.78414088,food/Ramen or Noodle House/3,13,27,443,2
2792,35.68916061,139.77969646,food/Fast Food Restaurant/3,12,26,410,2
2793,35.69226129,139.78087152,nightlife/Cocktail Bar/3,13,26,442,1
2794,35.67753788,139.73329626,home/departure/8,8,14,270,1
2795,35.70844245,139.72198309,food/Japanese Restaurant/3,18,11,587,2
2796,35.71286324,139.70497146,shops/Grocery or Supermarkets/5,20,6,646,1
2797,35.69711415,139.7517957,home/departure/8,15,19,499,2
2798,35.6911108,139.7188057,home/departure/8,13,10,426,2
2799,35.70280758,139.75118995,food/Chinese Restaurant/3,16,18,530,1
2800,35.72661829,139.69514921,food/Ramen or Noodle House/3,24,4,772,1
2801,35.6550307,139.76749099,home/departure/8,1,23,55,2
2802,35.68764438,139.79077935,parks_outdoors/Garden/4,12,29,413,2
2803,35.68859747,139.71069127,travel/Train Station/2,12,8,392,6
2804,35.71556665,139.71077853,home/departure/8,20,8,648,1
2805,35.71202695,139.7751072,travel/Train Station/2,19,25,633,5
2806,35.666209,139.746844,food/Korean Restaurant/3,5,17,177,1
2807,35.68473171,139.70397718,home/departure/8,11,6,358,2
2808,35.67055212,139.76359318,food/Spanish Restaurant/3,6,22,214,1
2809,35.68352252,139.76656437,shops/Bookstore/1,10,23,343,11
2810,35.66764119,139.6855111,home/departure/8,5,1,161,2
2811,35.71242191,139.7067066,food/Japanese Restaurant/3,19,7,615,3
2812,35.68451635,139.73913487,home/departure/8,11,15,367,2
2813,35.655618,139.699929,food/Japanese Restaurant/3,1,5,37,1
2814,35.69119528,139.71148789,food/Fast Food Restaurant/3,13,8,424,1
2815,35.68644619,139.78193611,food/Ramen or Noodle House/3,11,27,379,2
2816,35.66900551,139.72793791,home/departure/8,6,12,204,2
2817,35.69741436,139.78436673,Travel & Transport/Platform/2,15,27,507,3
2818,35.6955605,139.76041919,home/departure/8,14,21,469,2
2819,35.72115834,139.76773265,home/departure/8,22,23,727,2
2820,35.69655836,139.75122213,food/Sandwich Place/3,14,18,466,2
2821,35.657175,139.70377,food/Ramen or Noodle House/3,2,6,70,1
2822,35.67943152,139.76921087,home/departure/8,9,23,311,2
2823,35.70960291,139.70031882,home/departure/8,19,5,613,2
2824,35.6861401,139.73689914,food/Indian Restaurant/3,11,15,367,2
2825,35.66997034,139.7025378,Outdoors & Recreatio/Neighborhood/7,6,6,198,4
2826,35.651938,139.73815983,home/departure/8,0,15,15,2
2827,35.67268834,139.70685479,home/departure/8,7,7,231,1
2828,35.7106706,139.75535287,home/departure/8,19,20,628,1
2829,35.69877581,139.77099538,food/Fast Food Restaurant/3,15,24,504,5
2830,35.69918364,139.75101576,building/Apartment Building / Condo Complex/,15,18,498,1
2831,35.66202093,139.69796419,shops/Furniture or Home Store/1,3,4,100,27
2832,35.71030169,139.74271755,home/departure/8,19,16,624,2
2833,35.74594248,139.69790854,home/departure/8,30,4,964,1
2834,35.66608124,139.75763772,food/Italian Restaurant/3,5,20,180,2
2835,35.68111237,139.7714704,shops/Food & Drink Shops/5,9,24,312,2
2836,35.666022,139.730939,food/Caf?/3,5,13,173,2
2837,35.66027436,139.71458853,home/departure/8,3,9,105,2
2838,35.6796818,139.68207484,home/departure/8,9,0,288,2
2839,35.65809672,139.71402897,home/departure/8,2,9,73,2
2840,35.67559638,139.712012,home/departure/8,8,8,264,2
2841,35.66540626,139.75812078,food/Ramen or Noodle House/3,4,20,148,3
2842,35.71325089,139.79230553,travel/Train Station/2,20,29,669,5
2843,35.67967933,139.77131993,food/Fast Food Restaurant/3,9,24,312,6
2844,35.67831107,139.77329135,shops/Grocery or Supermarkets/5,9,24,312,1
2845,35.65639506,139.68797718,home/departure/8,2,2,66,2
2846,35.6903129,139.68768783,home/departure/8,12,2,386,2
2847,35.69505213,139.7957055,home/departure/8,14,30,478,2
2848,35.70229092,139.78356306,home/departure/8,16,27,539,2
2849,35.69933888,139.76989031,shops/Hardware Store/1,15,23,503,2
2850,35.69976173,139.76976308,shops/Electronics Store/1,15,23,503,1
2851,35.70235236,139.75465536,food/Burger Joint/3,16,19,531,6
2852,35.670785,139.713522,arts_entertainment/Art Museum/4,6,8,200,4
2853,35.70207356,139.75531518,parks_outdoors/Bridge/2,16,20,532,4
2854,35.70704289,139.72976629,home/departure/8,18,13,589,2
2855,35.68447893,139.70089853,food/Dessert Shop/5,11,5,357,1
2856,35.70511805,139.72443729,home/departure/8,17,11,555,2
2857,35.662222,139.697498,food/Caf?/3,3,4,100,2
2858,35.673701,139.763964,food/Burger Joint/3,7,22,246,1
2859,35.69730769,139.77375269,travel/Hotel/4,15,25,505,7
2860,35.69152422,139.77039993,nightlife/Beer Garden/3,13,24,440,5
2861,35.71585116,139.76495773,education/General College & University/6,21,22,694,1
2862,35.71788613,139.68419763,home/departure/8,21,1,673,2
2863,35.733251,139.73949599,food/Italian Restaurant/3,26,15,847,2
2864,35.7223303,139.68184269,home/departure/8,23,0,736,2
2865,35.709875,139.79587,food/Asian Restaurant/3,19,30,638,1
2866,35.65405768,139.76264298,travel/Boat or Ferry/2,1,22,54,7
2867,35.66495495,139.72607766,home/departure/8,4,12,140,2
2868,35.68766882,139.76999722,travel/Hotel/4,12,23,407,2
2869,35.68744395,139.7703208,food/Japanese Restaurant/3,11,24,376,1
2870,35.65859513,139.69954133,arts_entertainment/Art Gallery/4,2,5,69,3
2871,35.711255,139.777907,food/Food/5,19,26,634,1
2872,35.6883226,139.77966322,building/Office/7,12,26,410,1
2873,35.66837146,139.75162589,home/departure/8,5,19,179,2
2874,35.71388681,139.70444173,food/Ramen or Noodle House/3,20,6,646,6
2875,35.74474072,139.77753,home/departure/8,30,26,986,2
2876,35.66002577,139.72974004,arts_entertainment/Multiplex/4,3,13,109,5
2877,35.701263,139.772092,food/Ramen or Noodle House/3,16,24,536,10
2878,35.7244031,139.780915,home/departure/8,23,26,762,2
2879,35.65627631,139.7272861,travel/Embassy or Consulate/7,2,12,76,2
2880,35.69049332,139.69795545,shops/Deli or Bodega/5,12,4,388,1
2881,35.7224059,139.79162693,building/Shrines/7,23,29,765,3
2882,35.67620346,139.71088945,home/departure/8,8,8,264,2
2883,35.734374,139.79743508,home/departure/8,26,31,863,2
2884,35.73272025,139.79844455,travel/Bus Station/2,26,31,863,1
2885,35.73322104,139.75088481,home/departure/8,26,18,850,2
2886,35.6831029,139.74618991,home/departure/8,10,17,337,1
2887,35.67366137,139.78528698,home/departure/8,7,28,252,2
2888,35.68966614,139.68306054,home/departure/8,12,0,384,2
2889,35.661347,139.704652,food/Caf?/3,3,6,102,10
2890,35.67838341,139.76723215,building/Cafeteria/3,9,23,311,2
2891,35.67405002,139.73492551,home/departure/8,7,14,238,1
2892,35.69889344,139.77101684,shops/Toy or Game Store/1,15,24,504,22
2893,35.67459952,139.76892199,food/Caf?/3,7,23,247,1
2894,35.6913972,139.69803523,food/Indian Restaurant/3,13,4,420,1
2895,35.68686447,139.69672099,food/Sushi Restaurant/3,11,4,356,2
2896,35.68227984,139.74057741,home/departure/8,10,16,336,1
2897,35.6629322,139.71201278,food/Ramen or Noodle House/3,4,8,136,2
2898,35.66977596,139.73469581,home/departure/8,6,14,206,1
2899,35.749347,139.707231,food/Ramen or Noodle House/3,31,7,999,2
2900,35.66582223,139.70923778,home/departure/8,5,7,167,2
2901,35.657927,139.732058,shops/Bookstore/1,2,13,77,1
2902,35.70411876,139.70079801,home/departure/8,17,5,549,1
2903,35.68315805,139.74743299,home/departure/8,10,17,337,1
2904,35.66702117,139.7013786,home/departure/8,5,5,165,1
2905,35.66735986,139.7315624,home/departure/8,5,13,173,2
2906,35.65328599,139.71194108,home/departure/8,1,8,40,1
2907,35.66223381,139.69789898,home/departure/8,3,4,100,1
2908,35.67756,139.762622,food/French Restaurant/3,8,22,278,2
2909,35.70919817,139.69206081,home/departure/8,18,3,579,1
2910,35.67059894,139.70841676,food/Japanese Restaurant/3,6,7,199,2
2911,35.67950444,139.79964904,home/departure/8,9,31,319,1
2912,35.67274047,139.71670595,building/Gym/4,7,9,233,1
2913,35.659119,139.730824,food/Italian Restaurant/3,2,13,77,1
2914,35.69119209,139.77095985,home/departure/8,13,24,440,2
2915,35.65308917,139.69718909,home/departure/8,0,4,4,1
2916,35.69435403,139.73310579,home/departure/8,14,14,462,1
2917,35.66925127,139.69860813,home/departure/8,6,4,196,1
2918,35.6547542,139.69400664,travel/Bus Line/2,1,3,35,1
2919,35.67587042,139.77811222,home/departure/8,8,26,282,1
2920,35.699213,139.748343,food/Chinese Restaurant/3,15,18,498,1
2921,35.66255611,139.69760643,nightlife/Nightclub/3,4,4,132,4
2922,35.6899154,139.712654,food/Ramen or Noodle House/3,12,8,392,1
2923,35.67619415,139.7182074,home/departure/8,8,10,266,1
2924,35.680194,139.688286,food/French Restaurant/3,9,2,290,1
2925,35.6982799,139.77545434,arts_entertainment/Arcade/4,15,25,505,3
2926,35.74740405,139.75580611,home/departure/8,31,20,1012,2
2927,35.69741556,139.71068272,home/departure/8,15,8,488,2
2928,35.69028252,139.73576456,food/Fast Food Restaurant/3,12,14,398,2
2929,35.70123552,139.68198602,home/departure/8,16,0,512,2
2930,35.67508643,139.73205507,building/Police Station/7,8,13,269,2
2931,35.67273821,139.74521362,home/departure/8,7,17,241,2
2932,35.65938839,139.71803784,travel/Bus Station/2,3,10,106,1
2933,35.72498178,139.72007064,home/departure/8,23,10,746,2
2934,35.67890383,139.74031707,food/Fast Food Restaurant/3,9,16,304,4
2935,35.67884269,139.7362715,parks_outdoors/Bridge/2,9,15,303,4
2936,35.67044653,139.74300653,shops/Convenience Store/1,6,16,208,3
2937,35.67054878,139.74280692,food/Indian Restaurant/3,6,16,208,1
2938,35.68095043,139.78073671,parks_outdoors/Bridge/2,9,26,314,1
2939,35.6969156,139.7754693,parks_outdoors/Bridge/2,15,25,505,2
2940,35.70903017,139.71897662,education/College Academic Building/6,18,10,586,3
2941,35.69825849,139.75453734,education/Community College/6,15,19,499,2
2942,35.69345294,139.78090148,education/College Bookstore/1,13,26,442,1
2943,35.65522005,139.70654703,nightlife/Bar/3,1,7,39,3
2944,35.66484078,139.7301212,food/Caf?/3,4,13,141,4
2945,35.70811979,139.74895298,education/University/6,18,18,594,3
2946,35.74356449,139.72788503,home/departure/8,29,12,940,1
2947,35.6551794,139.76789529,home/departure/8,1,23,55,1
2948,35.69515017,139.68807892,food/Indian Restaurant/3,14,2,450,1
2949,35.708582,139.73760279,building/Coworking Space/7,18,15,591,3
2950,35.7097576,139.73137379,food/Indian Restaurant/3,19,13,621,1
2951,35.70495424,139.74906567,home/departure/8,17,18,562,2
2952,35.7082885,139.76787111,arts_entertainment/Art Gallery/4,18,23,599,1
2953,35.7060115,139.70727682,College & University/University/6,17,7,551,2
2954,35.70646513,139.70485155,education/College Cafeteria/3,18,6,582,1
2955,35.71514559,139.748703,home/departure/8,20,18,658,2
2956,35.68894596,139.6989427,food/Japanese Restaurant/3,12,5,389,2
2957,35.68856801,139.70930107,home/arrival/8,12,7,391,1
2958,35.71450543,139.73960441,home/departure/8,20,15,655,1
2959,35.67430696,139.68339944,home/departure/8,7,0,224,2
2960,35.6609433,139.78239208,food/Sushi Restaurant/3,3,27,123,1
2961,35.69938571,139.77157474,food/Caf?/3,15,24,504,10
2962,35.66267,139.709249,food/Ramen or Noodle House/3,4,7,135,1
2963,35.66099233,139.70957279,education/University/6,3,7,103,12
2964,35.65989398,139.71010387,education/College Library/6,3,8,104,1
2965,35.69624905,139.76026252,food/Fast Food Restaurant/3,14,21,469,1
2966,35.74540907,139.72589229,home/departure/8,30,12,972,2
2967,35.69084673,139.69705224,food/Coffee Shop/3,13,4,420,1
2968,35.73615753,139.69779415,home/departure/8,27,4,868,2
2969,35.66081854,139.70656498,food/Japanese Restaurant/3,3,7,103,3
2970,35.70503328,139.71972799,home/departure/8,17,10,554,2
2971,35.71335477,139.79130054,home/arrival/8,20,29,669,1
2972,35.70272699,139.75158155,building/Office/7,16,19,531,3
2973,35.69924195,139.76268589,food/Fast Food Restaurant/3,15,22,502,2
2974,35.73532575,139.75547715,home/departure/8,27,20,884,2
2975,35.700226,139.771692,arts_entertainment/Arcade/4,16,24,536,17
2976,35.71084351,139.72063911,home/departure/8,19,10,618,2
2977,35.68958429,139.69692355,food/Japanese Restaurant/3,12,4,388,3
2978,35.69064414,139.7039841,food/Caf?/3,13,6,422,1
2979,35.69619459,139.75947797,food/Thai Restaurant/3,14,21,469,2
2980,35.66569936,139.72258687,parks_outdoors/Cemetery/7,5,11,171,1
2981,35.66620927,139.73127186,building/Hospital/7,5,13,173,1
2982,35.67920436,139.76225674,food/Seafood Restaurant/3,9,21,309,2
2983,35.68893824,139.70064183,home/departure/8,12,5,389,2
2984,35.71089664,139.68422055,shops/Convenience Store/1,19,1,609,1
2985,35.6899935,139.712284,food/Japanese Restaurant/3,12,8,392,1
2986,35.68406766,139.69685275,home/arrival/8,10,4,324,1
2987,35.67014462,139.70300943,shops/Clothing Store/1,6,6,198,5
2988,35.68439179,139.78319943,nightlife/Sake Bar/3,11,27,379,1
2989,35.671743,139.775115,food/Japanese Restaurant/3,6,25,217,1
2990,35.69021069,139.78865997,home/departure/8,12,28,412,2
2991,35.65683423,139.79827881,shops/Furniture or Home Store/1,2,31,95,8
2992,35.68961373,139.6971193,food/Japanese Restaurant/3,12,4,388,1
2993,35.68866611,139.69872331,food/Japanese Restaurant/3,12,4,388,1
2994,35.70713535,139.75237012,food/Asian Restaurant/3,18,19,595,1
2995,35.67664212,139.73541722,food/Dessert Shop/5,8,14,270,1
2996,35.69058314,139.70252931,food/Caf?/3,12,6,390,5
2997,35.67290318,139.79830563,building/Temple/7,7,31,255,9
2998,35.66771719,139.7686404,arts_entertainment/Indie Movie Theater/4,5,23,183,1
2999,35.69270602,139.78191547,food/Japanese Restaurant/3,13,27,443,2
3000,35.73261555,139.71405259,food/Ramen or Noodle House/3,26,9,841,7
3001,35.65997135,139.69764501,food/French Restaurant/3,3,4,100,1
3002,35.73134866,139.70748872,shops/Department Store/1,26,7,839,4
3003,35.72942171,139.70935822,shops/Department Store/1,25,7,807,4
3004,35.7292745,139.71096547,Travel & Transport/Platform/2,25,8,808,2
3005,35.69884831,139.75597654,food/Ramen or Noodle House/3,15,20,500,2
3006,35.69780009,139.71171561,home/departure/8,15,8,488,2
3007,35.715272,139.708511,food/Restaurant/3,20,7,647,1
3008,35.68170972,139.74483681,home/arrival/8,10,17,337,1
3009,35.7303995,139.69270191,home/departure/8,25,3,803,2
3010,35.6640666,139.68541237,home/departure/8,4,1,129,1
3011,35.65648989,139.69932675,arts_entertainment/Jazz Club/3,2,5,69,1
3012,35.66582289,139.79610834,home/departure/8,5,30,190,1
3013,35.67661161,139.76795912,shops/Bank/7,8,23,279,1
3014,35.68677297,139.76659656,arts_entertainment/Museum/4,11,23,375,5
3015,35.66051926,139.69946277,food/Caf?/3,3,5,101,1
3016,35.66441694,139.69911687,nightlife/Music Venue/4,4,5,133,10
3017,35.71929678,139.7634415,home/departure/8,22,22,726,2
3018,35.66307584,139.71343781,home/departure/8,4,8,136,2
3019,35.67009996,139.76719469,food/Indian Restaurant/3,6,23,215,6
3020,35.66811814,139.76195097,food/Caf?/3,5,21,181,2
3021,35.73324436,139.74975017,home/departure/8,26,18,850,2
3022,35.71358423,139.7417042,food/Restaurant/3,20,16,656,1
3023,35.69788727,139.77543936,Food/Chinese Restaurant/3,15,25,505,2
3024,35.70324644,139.69570437,home/departure/8,17,4,548,2
3025,35.694552,139.695955,food/Japanese Restaurant/3,14,4,452,1
3026,35.66642709,139.72579213,home/departure/8,5,12,172,2
3027,35.65897868,139.69816267,food/Ramen or Noodle House/3,2,4,68,5
3028,35.73555126,139.75794364,home/departure/8,27,20,884,1
3029,35.69870393,139.7709927,arts_entertainment/Arcade/4,15,24,504,17
3030,35.68596323,139.77247598,home/departure/8,11,24,376,2
3031,35.66516765,139.73972082,building/Gym/4,4,15,143,1
3032,35.668414,139.75612,building/Medical Center/7,5,20,180,1
3033,35.662556,139.695305,food/Korean Restaurant/3,4,4,132,2
3034,35.71322194,139.70392595,home/departure/8,20,6,646,2
3035,35.6606698,139.69528198,arts_entertainment/Indie Movie Theater/4,3,4,100,3
3036,35.66220999,139.73453938,shops/Miscellaneous Shop/1,3,14,110,1
3037,35.70407054,139.72790792,home/departure/8,17,12,556,1
3038,35.65861773,139.70257271,Food/Coffee Shop/3,2,6,70,2
3039,35.68336784,139.70106483,nightlife/Karaoke Bar/3,10,5,325,2
3040,35.71648932,139.6847307,home/departure/8,21,1,673,2
3041,35.69563804,139.70647886,food/Fast Food Restaurant/3,14,7,455,1
3042,35.7104899,139.6937667,home/departure/8,19,3,611,2
3043,35.70374556,139.70842707,shops/Gas Station or Garage/,17,7,551,1
3044,35.72686108,139.71225768,shops/Bookstore/1,24,8,776,22
3045,35.68123155,139.68326028,home/departure/8,9,0,288,2
3046,35.65423295,139.70260796,food/Caf?/3,1,6,38,3
3047,35.68116396,139.72035768,home/departure/8,9,10,298,2
3048,35.69967759,139.76941556,food/Japanese Restaurant/3,15,23,503,6
3049,35.69670649,139.76905078,food/Japanese Restaurant/3,14,23,471,9
3050,35.69425874,139.78860455,home/departure/8,14,28,476,2
3051,35.72256492,139.79330695,home/departure/8,23,30,766,2
3052,35.67504456,139.76253498,food/Caf?/3,8,22,278,1
3053,35.73190116,139.70711321,food/Indian Restaurant/3,26,7,839,1
3054,35.74257397,139.77228762,home/departure/8,29,24,952,2
3055,35.6643335,139.72852173,food/Japanese Restaurant/3,4,12,140,1
3056,35.6589304,139.69548741,nightlife/Nightclub/3,2,4,68,4
3057,35.66267656,139.70733708,home/departure/8,4,7,135,2
3058,35.65569224,139.73631978,food/Fast Food Restaurant/3,1,15,47,1
