reg_id,y_id,x_id,y(center),x(center),hospital
735,23,31,34.7103125,135.554375,0
736,23,32,34.7103125,135.558125,0
737,24,1,34.7134375,135.441875,0
738,24,2,34.7134375,135.445625,0
739,24,3,34.7134375,135.449375,0
740,24,4,34.7134375,135.453125,0
741,24,5,34.7134375,135.456875,0
742,24,6,34.7134375,135.460625,0
743,24,7,34.7134375,135.464375,0
744,24,8,34.7134375,135.468125,0
745,24,9,34.7134375,135.471875,0
746,24,10,34.7134375,135.475625,0
747,24,11,34.7134375,135.479375,0
748,24,12,34.7134375,135.483125,0
749,24,13,34.7134375,135.486875,0
750,24,14,34.7134375,135.490625,0
751,24,15,34.7134375,135.494375,0
752,24,16,34.7134375,135.498125,0
753,24,17,34.7134375,135.501875,0
754,24,18,34.7134375,135.505625,0
755,24,19,34.7134375,135.509375,0
756,24,20,34.7134375,135.513125,0
757,24,21,34.7134375,135.516875,0
758,24,22,34.7134375,135.520625,0
759,24,23,34.7134375,135.524375,0
760,24,24,34.7134375,135.528125,0
761,24,25,34.7134375,135.531875,0
762,24,26,34.7134375,135.535625,0
763,24,27,34.7134375,135.539375,0
764,24,28,34.7134375,135.543125,0
765,24,29,34.7134375,135.546875,0
766,24,30,34.7134375,135.550625,0
767,24,31,34.7134375,135.554375,0
768,24,32,34.7134375,135.558125,0
769,25,1,34.7165625,135.441875,0
770,25,2,34.7165625,135.445625,0
771,25,3,34.7165625,135.449375,1
772,25,4,34.7165625,135.453125,0
773,25,5,34.7165625,135.456875,0
774,25,6,34.7165625,135.460625,0
775,25,7,34.7165625,135.464375,0
776,25,8,34.7165625,135.468125,0
777,25,9,34.7165625,135.471875,0
778,25,10,34.7165625,135.475625,0
779,25,11,34.7165625,135.479375,0
780,25,12,34.7165625,135.483125,0
781,25,13,34.7165625,135.486875,0
782,25,14,34.7165625,135.490625,1
783,25,15,34.7165625,135.494375,0
784,25,16,34.7165625,135.498125,0
785,25,17,34.7165625,135.501875,0
786,25,18,34.7165625,135.505625,0
787,25,19,34.7165625,135.509375,0
788,25,20,34.7165625,135.513125,0
789,25,21,34.7165625,135.516875,0
790,25,22,34.7165625,135.520625,0
791,25,23,34.7165625,135.524375,0
792,25,24,34.7165625,135.528125,0
793,25,25,34.7165625,135.531875,0
794,25,26,34.7165625,135.535625,0
795,25,27,34.7165625,135.539375,0
796,25,28,34.7165625,135.543125,0
797,25,29,34.7165625,135.546875,0
798,25,30,34.7165625,135.550625,0
799,25,31,34.7165625,135.554375,0
800,25,32,34.7165625,135.558125,0
801,26,1,34.7196875,135.441875,0
802,26,2,34.7196875,135.445625,0
803,26,3,34.7196875,135.449375,0
804,26,4,34.7196875,135.453125,0
805,26,5,34.7196875,135.456875,0
806,26,6,34.7196875,135.460625,0
807,26,7,34.7196875,135.464375,0
808,26,8,34.7196875,135.468125,0
809,26,9,34.7196875,135.471875,0
810,26,10,34.7196875,135.475625,0
811,26,11,34.7196875,135.479375,0
812,26,12,34.7196875,135.483125,0
813,26,13,34.7196875,135.486875,0
814,26,14,34.7196875,135.490625,0
815,26,15,34.7196875,135.494375,0
816,26,16,34.7196875,135.498125,0
817,26,17,34.7196875,135.501875,0
818,26,18,34.7196875,135.505625,0
819,26,19,34.7196875,135.509375,0
820,26,20,34.7196875,135.513125,0
821,26,21,34.7196875,135.516875,1
822,26,22,34.7196875,135.520625,0
823,26,23,34.7196875,135.524375,0
824,26,24,34.7196875,135.528125,0
825,26,25,34.7196875,135.531875,0
826,26,26,34.7196875,135.535625,0
827,26,27,34.7196875,135.539375,0
828,26,28,34.7196875,135.543125,0
829,26,29,34.7196875,135.546875,0
830,26,30,34.7196875,135.550625,0
831,26,31,34.7196875,135.554375,0
832,26,32,34.7196875,135.558125,0
833,27,1,34.7228125,135.441875,0
834,27,2,34.7228125,135.445625,0
835,27,3,34.7228125,135.449375,0
836,27,4,34.7228125,135.453125,0
837,27,5,34.7228125,135.456875,0
838,27,6,34.7228125,135.460625,0
839,27,7,34.7228125,135.464375,0
840,27,8,34.7228125,135.468125,0
841,27,9,34.7228125,135.471875,0
842,27,10,34.7228125,135.475625,0
843,27,11,34.7228125,135.479375,0
844,27,12,34.7228125,135.483125,0
845,27,13,34.7228125,135.486875,0
846,27,14,34.7228125,135.490625,0
847,27,15,34.7228125,135.494375,0
848,27,16,34.7228125,135.498125,0
849,27,17,34.7228125,135.501875,0
850,27,18,34.7228125,135.505625,0
851,27,19,34.7228125,135.509375,0
852,27,20,34.7228125,135.513125,0
853,27,21,34.7228125,135.516875,0
854,27,22,34.7228125,135.520625,0
855,27,23,34.7228125,135.524375,0
856,27,24,34.7228125,135.528125,0
857,27,25,34.7228125,135.531875,0
858,27,26,34.7228125,135.535625,0
859,27,27,34.7228125,135.539375,0
860,27,28,34.7228125,135.543125,0
861,27,29,34.7228125,135.546875,0
862,27,30,34.7228125,135.550625,0
863,27,31,34.7228125,135.554375,0
864,27,32,34.7228125,135.558125,0
865,28,1,34.7259375,135.441875,0
866,28,2,34.7259375,135.445625,0
867,28,3,34.7259375,135.449375,0
868,28,4,34.7259375,135.453125,0
869,28,5,34.7259375,135.456875,0
870,28,6,34.7259375,135.460625,0
871,28,7,34.7259375,135.464375,1
872,28,8,34.7259375,135.468125,0
873,28,9,34.7259375,135.471875,0
874,28,10,34.7259375,135.475625,0
875,28,11,34.7259375,135.479375,0
876,28,12,34.7259375,135.483125,0
877,28,13,34.7259375,135.486875,0
878,28,14,34.7259375,135.490625,0
879,28,15,34.7259375,135.494375,0
880,28,16,34.7259375,135.498125,0
881,28,17,34.7259375,135.501875,0
882,28,18,34.7259375,135.505625,0
883,28,19,34.7259375,135.509375,1
884,28,20,34.7259375,135.513125,0
885,28,21,34.7259375,135.516875,0
886,28,22,34.7259375,135.520625,0
887,28,23,34.7259375,135.524375,0
888,28,24,34.7259375,135.528125,0
889,28,25,34.7259375,135.531875,0
890,28,26,34.7259375,135.535625,0
891,28,27,34.7259375,135.539375,0
892,28,28,34.7259375,135.543125,0
893,28,29,34.7259375,135.546875,0
894,28,30,34.7259375,135.550625,0
895,28,31,34.7259375,135.554375,0
896,28,32,34.7259375,135.558125,0
897,29,1,34.7290625,135.441875,0
898,29,2,34.7290625,135.445625,0
899,29,3,34.7290625,135.449375,0
900,29,4,34.7290625,135.453125,0
901,29,5,34.7290625,135.456875,0
902,29,6,34.7290625,135.460625,0
903,29,7,34.7290625,135.464375,0
904,29,8,34.7290625,135.468125,0
905,29,9,34.7290625,135.471875,0
906,29,10,34.7290625,135.475625,0
907,29,11,34.7290625,135.479375,0
908,29,12,34.7290625,135.483125,0
909,29,13,34.7290625,135.486875,0
910,29,14,34.7290625,135.490625,0
911,29,15,34.7290625,135.494375,0
912,29,16,34.7290625,135.498125,0
913,29,17,34.7290625,135.501875,0
914,29,18,34.7290625,135.505625,0
915,29,19,34.7290625,135.509375,0
916,29,20,34.7290625,135.513125,0
917,29,21,34.7290625,135.516875,0
918,29,22,34.7290625,135.520625,0
919,29,23,34.7290625,135.524375,0
920,29,24,34.7290625,135.528125,0
921,29,25,34.7290625,135.531875,0
922,29,26,34.7290625,135.535625,0
923,29,27,34.7290625,135.539375,0
924,29,28,34.7290625,135.543125,0
925,29,29,34.7290625,135.546875,0
926,29,30,34.7290625,135.550625,0
927,29,31,34.7290625,135.554375,0
928,29,32,34.7290625,135.558125,0
929,30,1,34.7321875,135.441875,0
930,30,2,34.7321875,135.445625,0
931,30,3,34.7321875,135.449375,0
932,30,4,34.7321875,135.453125,0
933,30,5,34.7321875,135.456875,0
934,30,6,34.7321875,135.460625,0
935,30,7,34.7321875,135.464375,0
936,30,8,34.7321875,135.468125,0
937,30,9,34.7321875,135.471875,0
938,30,10,34.7321875,135.475625,0
939,30,11,34.7321875,135.479375,0
940,30,12,34.7321875,135.483125,0
941,30,13,34.7321875,135.486875,0
942,30,14,34.7321875,135.490625,0
943,30,15,34.7321875,135.494375,0
944,30,16,34.7321875,135.498125,0
945,30,17,34.7321875,135.501875,0
946,30,18,34.7321875,135.505625,0
947,30,19,34.7321875,135.509375,0
948,30,20,34.7321875,135.513125,0
949,30,21,34.7321875,135.516875,0
950,30,22,34.7321875,135.520625,0
951,30,23,34.7321875,135.524375,0
952,30,24,34.7321875,135.528125,0
953,30,25,34.7321875,135.531875,0
954,30,26,34.7321875,135.535625,0
955,30,27,34.7321875,135.539375,0
956,30,28,34.7321875,135.543125,0
957,30,29,34.7321875,135.546875,0
958,30,30,34.7321875,135.550625,0
959,30,31,34.7321875,135.554375,0
960,30,32,34.7321875,135.558125,0
961,31,1,34.7353125,135.441875,0
962,31,2,34.7353125,135.445625,0
963,31,3,34.7353125,135.449375,0
964,31,4,34.7353125,135.453125,0
965,31,5,34.7353125,135.456875,0
966,31,6,34.7353125,135.460625,0
967,31,7,34.7353125,135.464375,0
968,31,8,34.7353125,135.468125,0
969,31,9,34.7353125,135.471875,0
970,31,10,34.7353125,135.475625,0
971,31,11,34.7353125,135.479375,0
972,31,12,34.7353125,135.483125,0
973,31,13,34.7353125,135.486875,0
974,31,14,34.7353125,135.490625,0
975,31,15,34.7353125,135.494375,0
976,31,16,34.7353125,135.498125,0
977,31,17,34.7353125,135.501875,0
978,31,18,34.7353125,135.505625,0
979,31,19,34.7353125,135.509375,0
980,31,20,34.7353125,135.513125,0
981,31,21,34.7353125,135.516875,0
982,31,22,34.7353125,135.520625,0
983,31,23,34.7353125,135.524375,0
984,31,24,34.7353125,135.528125,0
985,31,25,34.7353125,135.531875,0
986,31,26,34.7353125,135.535625,0
987,31,27,34.7353125,135.539375,0
988,31,28,34.7353125,135.543125,0
989,31,29,34.7353125,135.546875,0
990,31,30,34.7353125,135.550625,0
991,31,31,34.7353125,135.554375,0
992,31,32,34.7353125,135.558125,0
993,32,1,34.7384375,135.441875,0
994,32,2,34.7384375,135.445625,0
995,32,3,34.7384375,135.449375,1
996,32,4,34.7384375,135.453125,0
997,32,5,34.7384375,135.456875,0
998,32,6,34.7384375,135.460625,0
999,32,7,34.7384375,135.464375,0
1000,32,8,34.7384375,135.468125,0
1001,32,9,34.7384375,135.471875,0
1002,32,10,34.7384375,135.475625,0
1003,32,11,34.7384375,135.479375,0
1004,32,12,34.7384375,135.483125,0
1005,32,13,34.7384375,135.486875,0
1006,32,14,34.7384375,135.490625,0
1007,32,15,34.7384375,135.494375,0
1008,32,16,34.7384375,135.498125,0
1009,32,17,34.7384375,135.501875,0
1010,32,18,34.7384375,135.505625,0
1011,32,19,34.7384375,135.509375,0
1012,32,20,34.7384375,135.513125,0
1013,32,21,34.7384375,135.516875,0
1014,32,22,34.7384375,135.520625,0
1015,32,23,34.7384375,135.524375,0
1016,32,24,34.7384375,135.528125,0
1017,32,25,34.7384375,135.531875,0
1018,32,26,34.7384375,135.535625,0
1019,32,27,34.7384375,135.539375,0
1020,32,28,34.7384375,135.543125,0
1021,32,29,34.7384375,135.546875,0
1022,32,30,34.7384375,135.550625,0
1023,32,31,34.7384375,135.554375,0
1024,32,32,34.7384375,135.558125,0
